Point ID,Points_m_XYZ_0,Points_m_XYZ_1,Points_m_XYZ_2,Points_m_XYZ_Magnitude,adjustedtime,azimuth,distance_m,intensity,laser_id,timestamp,vertical_angle
1927,2.09455,4.66712,0.628115,5.154,628254817,2417,5.154,70,7,628254817,7
1928,2.11732,4.71565,-0.634696,5.208,628254819,2418,5.208,31,8,628254819,-7
1929,2.09563,4.66734,0.810331,5.18,628254822,2418,5.18,34,9,628254822,9
1930,2.12593,4.73262,-0.453907,5.208,628254824,2419,5.208,78,10,628254824,-5
1931,2.09646,4.66484,0.994115,5.21,628254826,2420,5.21,52,11,628254826,11
1932,2.1164,4.70701,-0.270472,5.168,628254829,2421,5.168,89,12,628254829,-3
1933,2.09537,4.65806,1.17919,5.242,628254831,2422,5.242,48,13,628254831,13
1934,2.11488,4.69924,-0.0899497,5.154,628254833,2423,5.154,52,14,628254833,-1
1935,2.09942,4.66489,1.37071,5.296,628254835,2423,5.296,43,15,628254835,15
1936,2.13615,4.72886,-1.39038,5.372,628254856,2431,5.372,29,0,628254856,-15
1937,2.12226,4.69592,0.0899497,5.154,628254859,2432,5.154,80,1,628254859,1
1938,2.1308,4.71262,-1.19404,5.308,628254861,2433,5.308,80,2,628254861,-13
1939,2.11227,4.67163,0.268693,5.134,628254863,2433,5.134,58,3,628254863,3
1940,2.12808,4.70442,-1.00366,5.26,628254865,2434,5.26,26,4,628254865,-11
1941,2.11614,4.67584,0.449026,5.152,628254868,2435,5.152,78,5,628254868,5
1942,2.12576,4.69493,-0.816275,5.218,628254870,2436,5.218,48,6,628254870,-9
1943,2.10919,4.65617,0.627627,5.15,628254872,2437,5.15,70,7,628254872,7
1944,2.12803,4.69558,-0.632989,5.194,628254875,2438,5.194,45,8,628254875,-7
1945,2.10538,4.64344,0.807515,5.162,628254877,2439,5.162,39,9,628254877,9
1946,2.13585,4.71065,-0.452513,5.192,628254879,2439,5.192,73,10,628254879,-5
1947,2.10949,4.65034,0.992588,5.202,628254882,2440,5.202,37,11,628254882,11
1948,2.13447,4.70323,-0.270682,5.172,628254884,2441,5.172,82,12,628254884,-3
1949,2.10517,4.63652,1.17559,5.226,628254886,2442,5.226,45,13,628254886,13
1950,2.12466,4.67727,-0.0896705,5.138,628254888,2443,5.138,48,14,628254888,-1
1951,2.11491,4.65365,1.36967,5.292,628254891,2444,5.292,42,15,628254891,15
1952,2.14381,4.70417,-1.3852,5.352,628254912,2450,5.352,23,0,628254912,-15
1953,2.13782,4.68885,0.0899497,5.154,628254914,2451,5.154,80,1,628254914,1
1954,2.14642,4.70553,-1.19404,5.308,628254916,2452,5.308,75,2,628254916,-13
1955,2.12773,4.66241,0.268588,5.132,628254918,2453,5.132,57,3,628254918,3
1956,2.13959,4.6884,-1.00175,5.25,628254921,2453,5.25,30,4,628254921,-11
1957,2.12749,4.65973,0.448155,5.142,628254923,2454,5.142,84,5,628254923,5
1958,2.13886,4.68246,-0.815336,5.212,628254925,2455,5.212,56,6,628254925,-9
1959,2.1205,4.64012,0.626408,5.14,628254928,2456,5.14,72,7,628254928,7
1960,2.14194,4.68488,-0.632502,5.19,628254930,2457,5.19,45,8,628254930,-7
1961,2.11337,4.62027,0.804699,5.144,628254932,2458,5.144,36,9,628254932,9
1962,2.14318,4.68542,-0.45077,5.172,628254935,2458,5.172,73,10,628254935,-5
1963,2.12735,4.64867,0.993733,5.208,628254937,2459,5.208,42,11,628254937,11
1964,2.14673,4.68886,-0.270263,5.164,628254939,2460,5.164,89,12,628254939,-3
1965,2.11891,4.62597,1.17469,5.222,628254941,2461,5.222,45,13,628254941,13
1966,2.13682,4.66293,-0.0895308,5.13,628254944,2462,5.13,49,14,628254944,-1
1967,2.12549,4.6382,1.36708,5.282,628254946,2462,5.282,45,15,628254946,15
1968,2.15296,4.68086,-1.38054,5.334,628254967,2470,5.334,27,0,628254967,-15
1969,2.14582,4.6632,0.0896007,5.134,628254969,2471,5.134,78,1,628254969,1
1970,2.15713,4.68562,-1.19089,5.294,628254971,2472,5.294,71,2,628254971,-13
1971,2.14316,4.65314,0.268483,5.13,628254974,2473,5.13,60,3,628254974,3
1972,2.15348,4.67556,-1.0006,5.244,628254976,2473,5.244,26,4,628254976,-11
1973,2.1304,4.62332,0.445366,5.11,628254978,2474,5.11,77,5,628254978,5
1974,2.14857,4.66062,-0.812833,5.196,628254981,2475,5.196,48,6,628254981,-9
1975,2.13834,4.63629,0.626896,5.144,628254983,2476,5.144,72,7,628254983,7
1976,2.15329,4.66656,-0.631039,5.178,628254985,2477,5.178,30,8,628254985,-7
1977,2.12783,4.60927,0.804073,5.14,628254988,2478,5.14,34,9,628254988,9
1978,2.15534,4.66887,-0.449898,5.162,628254990,2478,5.162,71,10,628254990,-5
1979,2.13615,4.62518,0.990299,5.19,628254992,2479,5.19,48,11,628254992,11
1980,2.15889,4.67227,-0.26974,5.154,628254994,2480,5.154,68,12,628254994,-3
1981,2.13505,4.61855,1.17469,5.222,628254997,2481,5.222,45,13,628254997,13
1982,2.15309,4.65544,-0.0895308,5.13,628254999,2482,5.13,49,14,628254999,-1
1983,2.13275,4.61146,1.36139,5.26,628255001,2482,5.26,42,15,628255001,15
1984,2.16847,4.67156,-1.38002,5.332,628255022,2490,5.332,29,0,628255022,-15
1985,2.15366,4.63754,0.0892516,5.114,628255024,2491,5.114,80,1,628255024,1
1986,2.16854,4.66746,-1.18819,5.282,628255027,2492,5.282,71,2,628255027,-13
1987,2.15689,4.64238,0.268274,5.126,628255029,2492,5.126,58,3,628255029,3
1988,2.16979,4.66801,-1.0006,5.244,628255031,2493,5.244,28,4,628255031,-11
1989,2.15073,4.62489,0.446237,5.12,628255034,2494,5.12,87,5,628255034,5
1990,2.159,4.64055,-0.810643,5.182,628255036,2495,5.182,45,6,628255036,-9
1991,2.1453,4.60901,0.624215,5.122,628255038,2496,5.122,73,7,628255038,7
1992,2.16454,4.64822,-0.629577,5.166,628255040,2497,5.166,42,8,628255040,-7
1993,2.1406,4.59682,0.803135,5.134,628255043,2497,5.134,34,9,628255043,9
1994,2.16994,4.6577,-0.449549,5.158,628255045,2498,5.158,67,10,628255045,-5
1995,2.14316,4.59812,0.986101,5.168,628255047,2499,5.168,42,11,628255047,11
1996,2.16928,4.65204,-0.269007,5.14,628255050,2500,5.14,82,12,628255050,-3
1997,2.14786,4.604,1.17289,5.214,628255052,2501,5.214,46,13,628255052,13
1998,2.16763,4.64427,-0.089461,5.126,628255054,2502,5.126,49,14,628255054,-1
1999,2.14802,4.60224,1.36087,5.258,628255057,2502,5.258,46,15,628255057,15
2000,2.1823,4.65872,-1.37847,5.326,628255077,2510,5.326,44,0,628255077,-15
2001,2.16983,4.62999,0.0892516,5.114,628255080,2511,5.114,78,1,628255080,1
2002,2.1782,4.64574,-1.18459,5.266,628255082,2512,5.266,71,2,628255082,-13
2003,2.16711,4.61998,0.267437,5.11,628255084,2513,5.11,60,3,628255084,3
2004,2.18274,4.6533,-0.999076,5.236,628255087,2513,5.236,28,4,628255087,-11
2005,2.16686,4.61736,0.446237,5.12,628255089,2514,5.12,78,5,628255089,5
2006,2.16847,4.61868,-0.80814,5.166,628255091,2515,5.166,42,6,628255091,-9
2007,2.15209,4.58172,0.621534,5.1,628255093,2516,5.1,72,7,628255093,7
2008,2.17146,4.62087,-0.626896,5.144,628255096,2517,5.144,50,8,628255096,-7
2009,2.15744,4.58894,0.803135,5.134,628255098,2518,5.134,39,9,628255098,9
2010,2.1811,4.63928,-0.448503,5.146,628255100,2518,5.146,76,10,628255100,-5
2011,2.15836,4.58883,0.985719,5.166,628255103,2519,5.166,41,11,628255103,11
2012,2.1787,4.62998,-0.268169,5.124,628255105,2520,5.124,68,12,628255105,-3
2013,2.15645,4.58061,1.16885,5.196,628255107,2521,5.196,43,13,628255107,13
2014,2.18042,4.62944,-0.0893214,5.118,628255110,2522,5.118,52,14,628255110,-1
2015,2.1624,4.58909,1.35932,5.252,628255112,2523,5.252,42,15,628255112,15
2016,2.19775,4.65359,-1.37899,5.328,628255133,2528,5.328,31,0,628255133,-15
2017,2.18181,4.61773,0.0891469,5.108,628255135,2529,5.108,82,1,628255135,1
2018,2.19195,4.63712,-1.18414,5.264,628255137,2530,5.264,76,2,628255137,-13
2019,2.17739,4.60631,0.267018,5.102,628255140,2530,5.102,63,3,628255140,3
2020,2.18979,4.63045,-0.995641,5.218,628255142,2531,5.218,30,4,628255142,-11
2021,2.17624,4.59972,0.445192,5.108,628255144,2532,5.108,77,5,628255144,5
2022,2.18381,4.61363,-0.808453,5.168,628255146,2533,5.168,43,6,628255146,-9
2023,2.16902,4.58032,0.622265,5.106,628255149,2534,5.106,75,7,628255149,7
2024,2.17917,4.59968,-0.624946,5.128,628255151,2535,5.128,31,8,628255151,-7
2025,2.16507,4.56786,0.800632,5.118,628255153,2536,5.118,39,9,628255153,9
2026,2.19737,4.63601,-0.448852,5.15,628255156,2536,5.15,67,10,628255156,-5
2027,2.17109,4.57848,0.984956,5.162,628255158,2537,5.162,48,11,628255158,11
2028,2.18981,4.61589,-0.267751,5.116,628255160,2538,5.116,76,12,628255160,-3
2029,2.17083,4.57381,1.16885,5.196,628255163,2539,5.196,40,13,628255163,13
2030,2.18981,4.61173,-0.089112,5.106,628255165,2540,5.106,52,14,628255165,-1
2031,2.17601,4.58266,1.35932,5.252,628255167,2540,5.252,43,15,628255167,15
2032,2.20817,4.63368,-1.37536,5.314,628255188,2548,5.314,19,0,628255188,-15
2033,2.19619,4.60648,0.0890771,5.104,628255190,2549,5.104,84,1,628255190,1
2034,2.20981,4.63295,-1.18504,5.268,628255192,2550,5.268,84,2,628255192,-13
2035,2.19002,4.59147,0.266599,5.094,628255195,2550,5.094,60,3,628255195,3
2036,2.19749,4.60506,-0.991825,5.198,628255197,2551,5.198,27,4,628255197,-11
2037,2.18284,4.57232,0.443274,5.086,628255199,2552,5.086,80,5,628255199,5
2038,2.19905,4.6042,-0.80814,5.166,628255202,2553,5.166,46,6,628255202,-9
2039,2.185,4.57272,0.622265,5.106,628255204,2554,5.106,75,7,628255204,7
2040,2.19949,4.601,-0.626165,5.138,628255206,2555,5.138,33,8,628255206,-7
2041,2.17589,4.54958,0.798754,5.106,628255209,2556,5.106,42,9,628255209,9
2042,2.20581,4.61213,-0.447283,5.132,628255211,2556,5.132,68,10,628255211,-5
2043,2.18282,4.56202,0.983048,5.152,628255213,2557,5.152,42,11,628255213,11
2044,2.20246,4.60102,-0.267332,5.108,628255216,2558,5.108,72,12,628255216,-3
2045,2.17668,4.54511,1.16345,5.172,628255218,2559,5.172,39,13,628255218,13
2046,2.20071,4.59324,-0.0889026,5.094,628255220,2560,5.094,53,14,628255220,-1
2047,2.18531,4.5611,1.35518,5.236,628255222,2560,5.236,40,15,628255222,15
2048,2.21512,4.60679,-1.36967,5.292,628255243,2568,5.292,17,0,628255243,-15
2049,2.20359,4.58076,0.088728,5.084,628255245,2569,5.084,75,1,628255245,1
2050,2.22258,4.61819,-1.18324,5.26,628255248,2570,5.26,73,2,628255248,-13
2051,2.20683,4.58341,0.266599,5.094,628255250,2571,5.094,63,3,628255250,3
2052,2.20844,4.58674,-0.989535,5.186,628255252,2571,5.186,24,4,628255252,-11
2053,2.19274,4.55211,0.442054,5.072,628255255,2572,5.072,77,5,628255255,5
2054,2.20482,4.57514,-0.804386,5.142,628255257,2573,5.142,45,6,628255257,-9
2055,2.19922,4.56149,0.621777,5.102,628255259,2574,5.102,75,7,628255259,7
2056,2.21382,4.58972,-0.625677,5.134,628255262,2575,5.134,38,8,628255262,-7
2057,2.18753,4.53523,0.797503,5.098,628255264,2575,5.098,43,9,628255264,9
2058,2.2115,4.58287,-0.445192,5.108,628255266,2576,5.108,52,10,628255266,-5
2059,2.19361,4.54377,0.980758,5.14,628255269,2577,5.14,49,11,628255269,11
2060,2.21851,4.5933,-0.267332,5.108,628255271,2578,5.108,76,12,628255271,-3
2061,2.19083,4.53398,1.16255,5.168,628255273,2579,5.168,39,13,628255273,13
2062,2.21499,4.58192,-0.0888328,5.09,628255275,2580,5.09,61,14,628255275,-1
2063,2.19697,4.54262,1.35207,5.224,628255278,2581,5.224,39,15,628255278,15
2064,2.23203,4.60077,-1.37019,5.294,628255298,2588,5.294,19,0,628255298,-15
2065,2.2152,4.56405,0.0885535,5.074,628255301,2589,5.074,77,1,628255301,1
2066,2.22933,4.59112,-1.17829,5.238,628255303,2590,5.238,69,2,628255303,-13
2067,2.21853,4.56888,0.266181,5.086,628255305,2590,5.086,64,3,628255305,3
2068,2.23215,4.5949,-0.99297,5.204,628255308,2591,5.204,46,4,628255308,-11
2069,2.20426,4.53546,0.441182,5.062,628255310,2592,5.062,75,5,628255310,5
2070,2.21646,4.55853,-0.802822,5.132,628255312,2593,5.132,48,6,628255312,-9
2071,2.20645,4.53594,0.61934,5.082,628255315,2594,5.082,75,7,628255315,7
2072,2.22722,4.57661,-0.624946,5.128,628255317,2595,5.128,35,8,628255317,-7
2073,2.20587,4.53073,0.798129,5.102,628255319,2596,5.102,42,9,628255319,9
2074,2.22749,4.57513,-0.445192,5.108,628255322,2596,5.108,61,10,628255322,-5
2075,2.2043,4.52549,0.978469,5.128,628255324,2597,5.128,45,11,628255324,11
2076,2.22578,4.56757,-0.266285,5.088,628255326,2598,5.088,78,12,628255326,-3
2077,2.20494,4.5228,1.16165,5.164,628255328,2599,5.164,39,13,628255328,13
2078,2.22922,4.57057,-0.0887629,5.086,628255331,2600,5.086,60,14,628255331,-1
2079,2.20942,4.52798,1.35,5.216,628255333,2601,5.216,42,15,628255333,15
2080,2.24298,4.58254,-1.36708,5.282,628255354,2608,5.282,48,0,628255354,-15
2081,2.2276,4.5491,0.0884139,5.066,628255356,2609,5.066,73,1,628255356,1
2082,2.23762,4.56756,-1.17424,5.22,628255358,2610,5.22,75,2,628255358,-13
2083,2.23007,4.55214,0.265657,5.076,628255361,2610,5.076,66,3,628255361,3
2084,2.243,4.5765,-0.99068,5.192,628255363,2611,5.192,48,4,628255363,-11
2085,2.22008,4.52774,0.441182,5.062,628255365,2612,5.062,75,5,628255365,5
2086,2.23061,4.54722,-0.802196,5.128,628255368,2613,5.128,43,6,628255368,-9
2087,2.21877,4.52108,0.618365,5.074,628255370,2614,5.074,75,7,628255370,7
2088,2.23356,4.5492,-0.622265,5.106,628255372,2615,5.106,45,8,628255372,-7
2089,2.21653,4.51453,0.796564,5.092,628255375,2615,5.092,40,9,628255375,9
2090,2.24169,4.56375,-0.444843,5.104,628255377,2616,5.104,61,10,628255377,-5
2091,2.21488,4.5072,0.976179,5.116,628255379,2617,5.116,45,11,628255379,11
2092,2.23642,4.54902,-0.265657,5.076,628255381,2618,5.076,72,12,628255381,-3
2093,2.21211,4.49759,1.15715,5.144,628255384,2619,5.144,36,13,628255384,13
2094,2.24604,4.56456,-0.0887978,5.088,628255386,2620,5.088,55,14,628255386,-1
2095,2.22351,4.51677,1.34896,5.212,628255388,2621,5.212,39,15,628255388,15
2096,2.26153,4.57988,-1.36864,5.288,628255409,2628,5.288,31,0,628255409,-15
2097,2.24346,4.5413,0.0884139,5.066,628255411,2629,5.066,77,1,628255411,1
2098,2.2501,4.55273,-1.17244,5.212,628255414,2630,5.212,80,2,628255414,-13
2099,2.23798,4.52821,0.264715,5.058,628255416,2630,5.058,60,3,628255416,3
2100,2.24591,4.54225,-0.984956,5.162,628255418,2631,5.162,41,4,628255418,-11
2101,2.23322,4.51461,0.440659,5.056,628255421,2632,5.056,77,5,628255421,5
2102,2.23946,4.52524,-0.799693,5.112,628255423,2633,5.112,48,6,628255423,-9
2103,2.23101,4.50619,0.61739,5.066,628255425,2634,5.066,75,7,628255425,7
2104,2.24414,4.53071,-0.620802,5.094,628255428,2635,5.094,45,8,628255428,-7
2105,2.22351,4.48906,0.793436,5.072,628255430,2635,5.072,40,9,628255430,9
2106,2.25229,4.54518,-0.443797,5.092,628255432,2636,5.092,56,10,628255432,-5
2107,2.2306,4.49944,0.976179,5.116,628255434,2637,5.116,49,11,628255434,11
2108,2.24874,4.53403,-0.265239,5.068,628255437,2638,5.068,76,12,628255437,-3
2109,2.2226,4.47937,1.15445,5.132,628255439,2639,5.132,34,13,628255439,13
2110,2.25396,4.54057,-0.0884837,5.07,628255441,2640,5.07,59,14,628255441,-1
2111,2.2384,4.50726,1.34845,5.21,628255444,2641,5.21,45,15,628255444,15
2112,2.26716,4.55121,-1.36242,5.264,628255464,2648,5.264,44,0,628255464,-15
2113,2.25484,4.52449,0.0882394,5.056,628255467,2649,5.056,75,1,628255467,1
2114,2.26772,4.54834,-1.17334,5.216,628255469,2650,5.216,63,2,628255469,-13
2115,2.25288,4.51859,0.264611,5.056,628255471,2650,5.056,69,3,628255471,3
2116,2.25649,4.52384,-0.982666,5.15,628255474,2651,5.15,50,4,628255474,-11
2117,2.24007,4.48896,0.438916,5.036,628255476,2652,5.036,70,5,628255476,5
2118,2.25525,4.5174,-0.799693,5.112,628255478,2653,5.112,48,6,628255478,-9
2119,2.2485,4.50193,0.617878,5.07,628255480,2654,5.07,73,7,628255480,7
2120,2.2555,4.51397,-0.619584,5.084,628255483,2655,5.084,50,8,628255483,-7
2121,2.23828,4.4795,0.793123,5.07,628255485,2655,5.07,42,9,628255485,9
2122,2.2628,4.5266,-0.442751,5.08,628255487,2656,5.08,56,10,628255487,-5
2123,2.2463,4.49162,0.976179,5.116,628255490,2657,5.116,45,11,628255490,11
2124,2.26455,4.52615,-0.265239,5.068,628255492,2658,5.068,76,12,628255492,-3
2125,2.23735,4.46984,1.154,5.13,628255494,2659,5.13,37,13,628255494,13
2126,2.25994,4.513,-0.0880997,5.048,628255497,2660,5.048,55,14,628255497,-1
2127,2.24555,4.48426,1.34379,5.192,628255499,2660,5.192,39,15,628255499,15
2128,2.27523,4.52773,-1.35776,5.246,628255520,2668,5.246,54,0,628255520,-15
2129,2.25715,4.48979,0.0877158,5.026,628255522,2669,5.026,73,1,628255522,1
2130,2.28183,4.53691,-1.17244,5.212,628255524,2670,5.212,61,2,628255524,-13
2131,2.26416,4.50177,0.264087,5.046,628255527,2670,5.046,63,3,628255527,3
2132,2.27756,4.52646,-0.984956,5.162,628255529,2671,5.162,28,4,628255529,-11
2133,2.25125,4.47221,0.438045,5.026,628255531,2672,5.026,68,5,628255531,5
2134,2.26389,4.49539,-0.79719,5.096,628255533,2673,5.096,48,6,628255533,-9
2135,2.25706,4.47987,0.615928,5.054,628255536,2674,5.054,70,7,628255536,7
2136,2.27035,4.50429,-0.61934,5.082,628255538,2675,5.082,38,8,628255538,-7
2137,2.24857,4.46108,0.791246,5.058,628255540,2675,5.058,43,9,628255540,9
2138,2.27321,4.508,-0.441705,5.068,628255543,2676,5.068,66,10,628255543,-5
2139,2.25842,4.47674,0.974652,5.108,628255545,2677,5.108,49,11,628255545,11
2140,2.27944,4.51644,-0.265134,5.066,628255547,2678,5.066,80,12,628255547,-3
2141,2.24943,4.45504,1.1522,5.122,628255550,2679,5.122,37,13,628255550,13
2142,2.27568,4.50509,-0.0880997,5.048,628255552,2680,5.048,53,14,628255552,-1
2143,2.25674,4.46566,1.34068,5.18,628255554,2681,5.18,42,15,628255554,15
2144,2.29102,4.51976,-1.35776,5.246,628255575,2688,5.246,54,0,628255575,-15
2145,2.2701,4.47654,0.0876111,5.02,628255577,2689,5.02,75,1,628255577,1
2146,2.29413,4.52197,-1.17065,5.204,628255580,2690,5.204,63,2,628255580,-13
2147,2.27986,4.49384,0.264087,5.046,628255582,2690,5.046,63,3,628255582,3
2148,2.28357,4.49922,-0.980758,5.14,628255584,2691,5.14,38,4,628255584,-11
2149,2.26684,4.46433,0.438045,5.026,628255586,2692,5.026,73,5,628255586,5
2150,2.27331,4.47513,-0.795,5.082,628255589,2693,5.082,45,6,628255589,-9
2151,2.26819,4.46312,0.614709,5.044,628255591,2694,5.044,76,7,628255591,7
2152,2.28966,4.50342,-0.620315,5.09,628255593,2695,5.09,37,8,628255593,-7
2153,2.26681,4.45849,0.792184,5.064,628255596,2695,5.064,48,9,628255596,9
2154,2.28802,4.49826,-0.441531,5.066,628255598,2696,5.066,61,10,628255598,-5
2155,2.2678,4.45658,0.971981,5.094,628255600,2697,5.094,52,11,628255600,11
2156,2.28885,4.496,-0.264401,5.052,628255603,2698,5.052,72,12,628255603,-3
2157,2.26585,4.4489,1.15265,5.124,628255605,2699,5.124,39,13,628255605,13
2158,2.28958,4.49355,-0.0880299,5.044,628255607,2700,5.044,56,14,628255607,-1
2159,2.26979,4.4547,1.33965,5.176,628255610,2700,5.176,43,15,628255610,15
2160,2.30415,4.50657,-1.35621,5.24,628255630,2708,5.24,60,0,628255630,-15
2161,2.2848,4.46681,0.0875762,5.018,628255633,2709,5.018,77,1,628255633,1
2162,2.30013,4.49485,-1.1657,5.182,628255635,2710,5.182,60,2,628255635,-13
2163,2.29007,4.47519,0.263459,5.034,628255637,2710,5.034,63,3,628255637,3
2164,2.30105,4.49472,-0.981521,5.144,628255639,2711,5.144,60,4,628255639,-11
2165,2.2806,4.45284,0.437696,5.022,628255642,2712,5.022,75,5,628255642,5
2166,2.28711,4.46365,-0.794374,5.078,628255644,2713,5.078,46,6,628255644,-9
2167,2.27741,4.4428,0.613003,5.03,628255646,2714,5.03,76,7,628255646,7
2168,2.29631,4.47773,-0.617878,5.07,628255649,2715,5.07,38,8,628255649,-7
2169,2.28043,4.44488,0.791246,5.058,628255651,2716,5.058,46,9,628255651,9
2170,2.30553,4.49379,-0.44188,5.07,628255653,2716,5.07,56,10,628255653,-5
2171,2.27976,4.44166,0.970455,5.086,628255656,2717,5.086,48,11,628255656,11
2172,2.29905,4.47732,-0.263773,5.04,628255658,2718,5.04,80,12,628255658,-3
2173,2.27602,4.43056,1.14995,5.112,628255660,2719,5.112,39,13,628255660,13
2174,2.30342,4.48198,-0.0879601,5.04,628255663,2720,5.04,56,14,628255663,-1
2175,2.28345,4.4412,1.33809,5.17,628255665,2721,5.17,45,15,628255665,15
2176,2.31465,4.49032,-1.35362,5.23,628255686,2727,5.23,64,0,628255686,-15
2177,2.30143,4.46276,0.087646,5.022,628255688,2728,5.022,78,1,628255688,1
2178,2.31681,4.49066,-1.1666,5.186,628255690,2729,5.186,67,2,628255690,-13
2179,2.29666,4.4516,0.262517,5.016,628255692,2729,5.016,66,3,628255692,3
2180,2.30514,4.46613,-0.976942,5.12,628255695,2730,5.12,56,4,628255695,-11
2181,2.29444,4.44348,0.437522,5.02,628255697,2731,5.02,77,5,628255697,5
2182,2.30281,4.4578,-0.794687,5.08,628255699,2732,5.08,49,6,628255699,-9
2183,2.28849,4.42817,0.612028,5.022,628255702,2733,5.022,72,7,628255702,7
2184,2.30932,4.46657,-0.61739,5.066,628255704,2734,5.066,45,8,628255704,-7
2185,2.29076,4.43067,0.789994,5.05,628255706,2734,5.05,43,9,628255706,9
2186,2.31767,4.48081,-0.441357,5.064,628255709,2735,5.064,57,10,628255709,-5
2187,2.29358,4.43233,0.970073,5.084,628255711,2736,5.084,49,11,628255711,11
2188,2.31481,4.47144,-0.263878,5.042,628255713,2737,5.042,78,12,628255713,-3
2189,2.28801,4.4178,1.1486,5.106,628255716,2738,5.106,40,13,628255716,13
2190,2.31275,4.46366,-0.0877507,5.028,628255718,2739,5.028,57,14,628255718,-1
2191,2.29828,4.43572,1.33861,5.172,628255720,2739,5.172,43,15,628255720,15
2192,2.32675,4.47536,-1.35155,5.222,628255741,2747,5.222,68,0,628255741,-15
2193,2.3133,4.4476,0.0875064,5.014,628255743,2748,5.014,77,1,628255743,1
2194,2.32977,4.47736,-1.16525,5.18,628255745,2749,5.18,75,2,628255745,-13
2195,2.31034,4.44001,0.262308,5.012,628255748,2749,5.012,66,3,628255748,3
2196,2.31528,4.44761,-0.974652,5.108,628255750,2750,5.108,56,4,628255750,-11
2197,2.30349,4.42308,0.436302,5.006,628255752,2751,5.006,73,5,628255752,5
2198,2.31653,4.44623,-0.794061,5.076,628255755,2752,5.076,49,6,628255755,-9
2199,2.30577,4.42368,0.612515,5.026,628255757,2753,5.026,72,7,628255757,7
2200,2.32122,4.45144,-0.616415,5.058,628255759,2754,5.058,45,8,628255759,-7
2201,2.29876,4.40648,0.787178,5.032,628255762,2755,5.032,48,9,628255762,9
2202,2.32593,4.45856,-0.439962,5.048,628255764,2755,5.048,63,10,628255764,-5
2203,2.30722,4.42081,0.96931,5.08,628255766,2756,5.08,45,11,628255766,11
2204,2.32578,4.45448,-0.263355,5.032,628255768,2757,5.032,74,12,628255768,-3
2205,2.30162,4.40633,1.1477,5.102,628255771,2758,5.102,40,13,628255771,13
2206,2.32276,4.44493,-0.0875413,5.016,628255773,2759,5.016,55,14,628255773,-1
2207,2.30646,4.41186,1.33395,5.154,628255775,2760,5.154,46,15,628255775,15
2208,2.33877,4.46037,-1.34948,5.214,628255796,2767,5.214,24,0,628255796,-15
2209,2.3251,4.43242,0.0873667,5.006,628255798,2768,5.006,78,1,628255798,1
2210,2.34448,4.46748,-1.1648,5.178,628255801,2769,5.178,69,2,628255801,-13
2211,2.32938,4.43682,0.262622,5.018,628255803,2770,5.018,63,3,628255803,3
2212,2.32714,4.43254,-0.973126,5.1,628255805,2770,5.1,52,4,628255805,-11
2213,2.31058,4.39913,0.434733,4.988,628255808,2771,4.988,71,5,628255808,5
